activity_id,date,intensity
6,2014-07-31 19:18:55,
6,2014-07-31 19:19:05,1
6,2014-07-31 19:19:16,
6,2014-07-31 19:19:26,1
6,2014-07-31 19:19:36,
6,2014-07-31 19:19:46,
6,2014-07-31 19:19:57,
6,2014-07-31 19:20:07,
5,2014-07-31 19:20:17,1
6,2014-07-31 19:20:28,1
7,2014-07-31 19:20:38,1
7,2014-07-31 19:20:48,
7,2014-07-31 19:20:59,
7,2014-07-31 19:21:09,
7,2014-07-31 19:21:19,
7,2014-07-31 19:21:29,
7,2014-07-31 19:21:40,
7,2014-07-31 19:21:50,
7,2014-07-31 19:22:00,
7,2014-07-31 19:22:11,
7,2014-07-31 19:22:21,
7,2014-07-31 19:22:31,
7,2014-07-31 19:22:42,
6,2014-07-31 19:22:52,
7,2014-07-31 19:23:02,
7,2014-07-31 19:23:12,
7,2014-07-31 19:23:23,
7,2014-07-31 19:23:33,
7,2014-07-31 19:23:43,
7,2014-07-31 19:23:54,
6,2014-07-31 19:24:04,
5,2014-07-31 19:24:14,1
7,2014-07-31 19:24:25,
7,2014-07-31 19:24:35,
7,2014-07-31 19:24:45,
7,2014-07-31 19:24:55,
7,2014-07-31 19:25:06,
7,2014-07-31 19:25:16,
7,2014-07-31 19:25:26,
7,2014-07-31 19:25:37,
7,2014-07-31 19:25:47,
7,2014-07-31 19:25:57,
7,2014-07-31 19:26:08,
7,2014-07-31 19:26:18,
7,2014-07-31 19:26:28,
7,2014-07-31 19:26:38,
7,2014-07-31 19:26:49,
7,2014-07-31 19:26:59,
7,2014-07-31 19:27:09,
7,2014-07-31 19:27:20,
7,2014-07-31 19:27:30,
7,2014-07-31 19:27:40,
7,2014-07-31 19:27:51,
7,2014-07-31 19:28:01,
7,2014-07-31 19:28:11,
7,2014-07-31 19:28:21,
6,2014-07-31 19:28:32,
7,2014-07-31 19:28:42,
7,2014-07-31 19:28:52,
6,2014-07-31 19:29:03,
7,2014-07-31 19:29:13,
7,2014-07-31 19:29:23,
7,2014-07-31 19:29:34,
7,2014-07-31 19:29:44,
7,2014-07-31 19:29:54,
7,2014-07-31 19:30:04,
7,2014-07-31 19:30:15,
7,2014-07-31 19:30:25,
7,2014-07-31 19:30:35,
7,2014-07-31 19:30:46,
7,2014-07-31 19:30:56,
7,2014-07-31 19:31:06,
7,2014-07-31 19:31:17,
6,2014-07-31 19:31:27,
7,2014-07-31 19:31:37,
7,2014-07-31 19:31:47,
7,2014-07-31 19:31:58,
7,2014-07-31 19:32:08,
7,2014-07-31 19:32:18,
7,2014-07-31 19:32:29,
7,2014-07-31 19:32:39,
7,2014-07-31 19:32:49,
7,2014-07-31 19:33:00,
7,2014-07-31 19:33:10,
7,2014-07-31 19:33:20,
7,2014-07-31 19:33:30,
7,2014-07-31 19:33:41,
7,2014-07-31 19:33:51,
7,2014-07-31 19:34:01,
6,2014-07-31 19:34:12,
7,2014-07-31 19:34:22,
6,2014-07-31 19:34:32,
7,2014-07-31 19:34:43,
7,2014-07-31 19:34:53,
7,2014-07-31 19:35:03,
7,2014-07-31 19:35:13,
7,2014-07-31 19:35:24,
7,2014-07-31 19:35:34,
7,2014-07-31 19:35:44,
7,2014-07-31 19:35:55,
7,2014-07-31 19:36:05,
7,2014-07-31 19:36:15,
7,2014-07-31 19:36:26,
7,2014-07-31 19:36:36,
7,2014-07-31 19:36:46,
7,2014-07-31 19:36:57,
7,2014-07-31 19:37:07,
7,2014-07-31 19:37:17,
7,2014-07-31 19:37:27,
7,2014-07-31 19:37:38,
7,2014-07-31 19:37:48,
7,2014-07-31 19:37:58,
7,2014-07-31 19:38:09,
7,2014-07-31 19:38:19,
7,2014-07-31 19:38:29,
7,2014-07-31 19:38:40,
7,2014-07-31 19:38:50,
7,2014-07-31 19:39:00,
7,2014-07-31 19:39:10,
7,2014-07-31 19:39:21,
7,2014-07-31 19:39:31,
7,2014-07-31 19:39:41,
7,2014-07-31 19:39:52,
7,2014-07-31 19:40:02,
7,2014-07-31 19:40:12,
7,2014-07-31 19:40:23,
7,2014-07-31 19:40:33,
7,2014-07-31 19:40:43,
7,2014-07-31 19:40:53,
7,2014-07-31 19:41:04,
7,2014-07-31 19:41:14,
7,2014-07-31 19:41:24,
7,2014-07-31 19:41:35,
7,2014-07-31 19:41:45,
7,2014-07-31 19:41:55,
7,2014-07-31 19:42:06,
7,2014-07-31 19:42:16,
7,2014-07-31 19:42:26,
7,2014-07-31 19:42:36,
7,2014-07-31 19:42:47,
6,2014-07-31 19:42:57,
6,2014-07-31 19:43:07,
7,2014-07-31 19:43:18,
7,2014-07-31 19:43:28,
7,2014-07-31 19:43:38,
7,2014-07-31 19:43:49,
7,2014-07-31 19:43:59,
7,2014-07-31 19:44:09,
7,2014-07-31 19:44:19,
7,2014-07-31 19:44:30,
7,2014-07-31 19:44:40,
7,2014-07-31 19:44:50,
7,2014-07-31 19:45:01,
7,2014-07-31 19:45:11,
7,2014-07-31 19:45:21,
6,2014-07-31 19:45:32,
6,2014-07-31 19:45:42,
6,2014-07-31 19:45:52,
6,2014-07-31 19:46:02,
6,2014-07-31 19:46:13,
6,2014-07-31 19:46:23,
6,2014-07-31 19:46:33,
7,2014-07-31 19:46:44,
6,2014-07-31 19:46:54,
6,2014-07-31 19:47:04,
5,2014-07-31 19:47:15,1
6,2014-07-31 19:47:25,
7,2014-07-31 19:47:35,
6,2014-07-31 19:47:45,
6,2014-07-31 19:47:56,
6,2014-07-31 19:48:06,
6,2014-07-31 19:48:16,
6,2014-07-31 19:48:27,
6,2014-07-31 19:48:37,
6,2014-07-31 19:48:47,
6,2014-07-31 19:48:58,
6,2014-07-31 19:49:08,
7,2014-07-31 19:49:18,
6,2014-07-31 19:49:28,
7,2014-07-31 19:49:39,
7,2014-07-31 19:49:49,
7,2014-07-31 19:49:59,1
7,2014-07-31 19:50:10,
7,2014-07-31 19:50:20,
7,2014-07-31 19:50:30,
7,2014-07-31 19:50:41,
7,2014-07-31 19:50:51,
7,2014-07-31 19:51:01,
7,2014-07-31 19:51:11,
7,2014-07-31 19:51:22,
7,2014-07-31 19:51:32,
6,2014-07-31 19:51:42,
7,2014-07-31 19:51:53,
7,2014-07-31 19:52:03,
7,2014-07-31 19:52:13,
7,2014-07-31 19:52:24,
7,2014-07-31 19:52:34,
7,2014-07-31 19:52:44,
6,2014-07-31 19:52:54,
7,2014-07-31 19:53:05,
6,2014-07-31 19:53:15,
7,2014-07-31 19:53:25,
7,2014-07-31 19:53:36,
7,2014-07-31 19:53:46,
7,2014-07-31 19:53:56,
7,2014-07-31 19:54:07,
7,2014-07-31 19:54:17,
7,2014-07-31 19:54:27,
7,2014-07-31 19:54:37,
7,2014-07-31 19:54:48,
7,2014-07-31 19:54:58,
7,2014-07-31 19:55:08,
7,2014-07-31 19:55:19,1
6,2014-07-31 19:55:29,1
7,2014-07-31 19:55:39,1
6,2014-07-31 19:55:50,
6,2014-07-31 19:56:00,
6,2014-07-31 19:56:10,
6,2014-07-31 19:56:20,
7,2014-07-31 19:56:31,1
6,2014-07-31 19:56:41,
7,2014-07-31 19:56:51,
7,2014-07-31 19:57:02,
6,2014-07-31 19:57:12,
6,2014-07-31 19:57:22,
6,2014-07-31 19:57:33,
7,2014-07-31 19:57:43,
7,2014-07-31 19:57:53,
7,2014-07-31 19:58:04,
7,2014-07-31 19:58:14,
7,2014-07-31 19:58:24,
7,2014-07-31 19:58:34,
6,2014-07-31 19:58:45,
7,2014-07-31 19:58:55,
7,2014-07-31 19:59:05,
7,2014-07-31 19:59:16,
6,2014-07-31 19:59:26,
7,2014-07-31 19:59:36,
7,2014-07-31 19:59:47,
7,2014-07-31 19:59:57,
7,2014-07-31 20:00:07,
7,2014-07-31 20:00:17,
7,2014-07-31 20:00:28,
7,2014-07-31 20:00:38,
7,2014-07-31 20:00:48,
7,2014-07-31 20:00:59,
7,2014-07-31 20:01:09,
7,2014-07-31 20:01:19,
7,2014-07-31 20:01:30,
7,2014-07-31 20:01:40,
7,2014-07-31 20:01:50,
7,2014-07-31 20:02:01,
7,2014-07-31 20:02:11,
7,2014-07-31 20:02:21,2
7,2014-07-31 20:02:31,
7,2014-07-31 20:02:42,2
6,2014-07-31 20:02:52,1
7,2014-07-31 20:03:02,2
7,2014-07-31 20:03:13,1
7,2014-07-31 20:03:23,1
7,2014-07-31 20:03:33,
7,2014-07-31 20:03:44,1
6,2014-07-31 20:03:54,1
6,2014-07-31 20:04:04,1
7,2014-07-31 20:04:14,
7,2014-07-31 20:04:25,
7,2014-07-31 20:04:35,
7,2014-07-31 20:04:45,2
7,2014-07-31 20:04:56,
7,2014-07-31 20:05:06,
7,2014-07-31 20:05:16,
7,2014-07-31 20:05:27,1
6,2014-07-31 20:05:37,1
6,2014-07-31 20:05:47,
7,2014-07-31 20:05:57,1
7,2014-07-31 20:06:08,
7,2014-07-31 20:06:18,1
7,2014-07-31 20:06:28,1
7,2014-07-31 20:06:39,1
6,2014-07-31 20:06:49,
6,2014-07-31 20:06:59,1
7,2014-07-31 20:07:10,1
7,2014-07-31 20:07:20,
7,2014-07-31 20:07:30,
6,2014-07-31 20:07:41,
6,2014-07-31 20:07:51,1
7,2014-07-31 20:08:01,1
7,2014-07-31 20:08:11,2
7,2014-07-31 20:08:22,2
7,2014-07-31 20:08:32,8
7,2014-07-31 20:08:42,7
6,2014-07-31 20:08:53,8
7,2014-07-31 20:09:03,7
7,2014-07-31 20:09:13,7
7,2014-07-31 20:09:24,7
7,2014-07-31 20:09:34,8
7,2014-07-31 20:09:44,7
6,2014-07-31 20:10:05,7
7,2014-07-31 20:09:54,8
7,2014-07-31 20:10:15,8
6,2014-07-31 20:10:25,8
7,2014-07-31 20:10:36,8
6,2014-07-31 20:10:46,9
7,2014-07-31 20:10:56,9
7,2014-07-31 20:11:07,9
7,2014-07-31 20:11:17,9
6,2014-07-31 20:11:27,9
7,2014-07-31 20:11:38,8
6,2014-07-31 20:11:48,8
6,2014-07-31 20:11:58,8
7,2014-07-31 20:12:08,9
7,2014-07-31 20:12:19,9
7,2014-07-31 20:12:29,9
6,2014-07-31 20:12:39,9
6,2014-07-31 20:12:50,9
6,2014-07-31 20:13:00,9
7,2014-07-31 20:13:10,9
7,2014-07-31 20:13:21,9
7,2014-07-31 20:13:31,9
7,2014-07-31 20:13:41,9
7,2014-07-31 20:13:51,9
6,2014-07-31 20:14:02,9
7,2014-07-31 20:14:12,9
7,2014-07-31 20:14:22,9
7,2014-07-31 20:14:33,9
7,2014-07-31 20:14:43,9
7,2014-07-31 20:14:53,9
7,2014-07-31 20:15:04,9
7,2014-07-31 20:15:14,9
7,2014-07-31 20:15:24,9
7,2014-07-31 20:15:35,9
7,2014-07-31 20:15:45,8
7,2014-07-31 20:15:55,9
6,2014-07-31 20:16:05,9
7,2014-07-31 20:16:16,9
7,2014-07-31 20:16:26,9
6,2014-07-31 20:16:36,9
6,2014-07-31 20:16:47,9
7,2014-07-31 20:16:57,9
6,2014-07-31 20:17:07,9
6,2014-07-31 20:17:18,9
6,2014-07-31 20:17:28,9
6,2014-07-31 20:17:38,9
6,2014-07-31 20:17:48,9
7,2014-07-31 20:17:59,9
6,2014-07-31 20:18:09,9
7,2014-07-31 20:18:19,9
7,2014-07-31 20:18:30,9
6,2014-07-31 20:18:40,9
6,2014-07-31 20:18:50,9
6,2014-07-31 20:19:01,9
7,2014-07-31 20:19:11,8
7,2014-07-31 20:19:21,9
6,2014-07-31 20:19:32,9
6,2014-07-31 20:19:42,9
6,2014-07-31 20:19:52,9
6,2014-07-31 20:20:02,8
6,2014-07-31 20:20:13,9
7,2014-07-31 20:20:23,9
6,2014-07-31 20:20:33,9
6,2014-07-31 20:20:44,8
6,2014-07-31 20:20:54,8
7,2014-07-31 20:21:04,9
7,2014-07-31 20:21:15,9
6,2014-07-31 20:21:25,9
6,2014-07-31 20:21:35,9
6,2014-07-31 20:21:45,8
6,2014-07-31 20:21:56,9
6,2014-07-31 20:22:06,9
6,2014-07-31 20:22:16,9
6,2014-07-31 20:22:27,9
6,2014-07-31 20:22:37,9
7,2014-07-31 20:22:47,9
7,2014-07-31 20:22:58,9
6,2014-07-31 20:23:08,9
7,2014-07-31 20:23:18,9
6,2014-07-31 20:23:28,9
7,2014-07-31 20:23:39,9
7,2014-07-31 20:23:49,9
6,2014-07-31 20:23:59,9
7,2014-07-31 20:24:10,9
6,2014-07-31 20:24:20,9
6,2014-07-31 20:24:30,9
6,2014-07-31 20:24:41,9
7,2014-07-31 20:24:51,10
7,2014-07-31 20:25:01,10
7,2014-07-31 20:25:12,9
7,2014-07-31 20:25:22,9
7,2014-07-31 20:25:32,9
7,2014-07-31 20:25:42,9
7,2014-07-31 20:25:53,9
7,2014-07-31 20:26:03,9
7,2014-07-31 20:26:13,9
6,2014-07-31 20:26:34,9
6,2014-07-31 20:26:24,9
6,2014-07-31 20:26:44,9
6,2014-07-31 20:26:55,9
6,2014-07-31 20:27:05,9
7,2014-07-31 20:27:15,9
7,2014-07-31 20:27:25,10
7,2014-07-31 20:27:36,9
7,2014-07-31 20:27:46,10
7,2014-07-31 20:27:56,10
7,2014-07-31 20:28:07,9
7,2014-07-31 20:28:17,9
7,2014-07-31 20:28:27,2
7,2014-07-31 20:28:38,
7,2014-07-31 20:28:48,4
7,2014-07-31 20:28:58,9
7,2014-07-31 20:29:09,9
7,2014-07-31 20:29:19,9
7,2014-07-31 20:29:29,10
7,2014-07-31 20:29:39,9
7,2014-07-31 20:29:50,9
7,2014-07-31 20:30:00,9
7,2014-07-31 20:30:10,9
7,2014-07-31 20:30:21,9
7,2014-07-31 20:30:31,9
7,2014-07-31 20:30:41,9
7,2014-07-31 20:30:52,9
7,2014-07-31 20:31:02,9
7,2014-07-31 20:31:12,9
7,2014-07-31 20:31:22,9
6,2014-07-31 20:31:33,9
6,2014-07-31 20:31:43,9
6,2014-07-31 20:31:53,9
7,2014-07-31 20:32:04,9
6,2014-07-31 20:32:14,9
7,2014-07-31 20:32:24,9
7,2014-07-31 20:32:35,11
7,2014-07-31 20:32:45,10
7,2014-07-31 20:32:55,9
6,2014-07-31 20:33:06,9
7,2014-07-31 20:33:16,9
6,2014-07-31 20:33:26,10
7,2014-07-31 20:33:36,9
6,2014-07-31 20:33:47,9
6,2014-07-31 20:33:57,9
7,2014-07-31 20:34:07,9
6,2014-07-31 20:34:18,10
7,2014-07-31 20:34:28,10
6,2014-07-31 20:34:38,9
7,2014-07-31 20:34:49,9
7,2014-07-31 20:34:59,5
7,2014-07-31 20:35:09,1
6,2014-07-31 20:35:19,
7,2014-07-31 20:35:30,1
7,2014-07-31 20:35:40,
7,2014-07-31 20:35:50,
7,2014-07-31 20:36:01,
7,2014-07-31 20:36:11,
7,2014-07-31 20:36:21,
7,2014-07-31 20:36:32,1
7,2014-07-31 20:36:42,2
6,2014-07-31 20:36:52,1
7,2014-07-31 20:37:03,1
7,2014-07-31 20:37:13,4
7,2014-07-31 20:37:23,7
6,2014-07-31 20:37:33,9
7,2014-07-31 20:37:44,9
6,2014-07-31 20:37:54,10
6,2014-07-31 20:38:04,11
7,2014-07-31 20:38:15,10
7,2014-07-31 20:38:25,9
7,2014-07-31 20:38:35,10
7,2014-07-31 20:38:46,10
7,2014-07-31 20:38:56,10
7,2014-07-31 20:39:06,9
7,2014-07-31 20:39:16,11
7,2014-07-31 20:39:27,11
6,2014-07-31 20:39:37,10
7,2014-07-31 20:39:47,11
7,2014-07-31 20:39:58,11
7,2014-07-31 20:40:08,10
7,2014-07-31 20:40:18,11
7,2014-07-31 20:40:29,11
7,2014-07-31 20:40:39,9
7,2014-07-31 20:40:49,9
7,2014-07-31 20:40:59,11
7,2014-07-31 20:41:10,10
7,2014-07-31 20:41:20,11
7,2014-07-31 20:41:30,11
7,2014-07-31 20:41:41,11
7,2014-07-31 20:41:51,10
7,2014-07-31 20:42:12,11
7,2014-07-31 20:42:22,10
7,2014-07-31 20:42:32,11
7,2014-07-31 20:42:01,9
7,2014-07-31 20:42:43,9
6,2014-07-31 20:42:53,9
7,2014-07-31 20:43:03,9
7,2014-07-31 20:43:13,9
6,2014-07-31 20:43:24,9
7,2014-07-31 20:43:34,10
7,2014-07-31 20:43:44,10
7,2014-07-31 20:43:55,9
7,2014-07-31 20:44:05,9
7,2014-07-31 20:44:15,10
7,2014-07-31 20:44:26,9
7,2014-07-31 20:44:36,10
6,2014-07-31 20:44:46,10
7,2014-07-31 20:44:56,9
7,2014-07-31 20:45:07,9
7,2014-07-31 20:45:17,9
6,2014-07-31 20:45:27,9
6,2014-07-31 20:45:38,9
7,2014-07-31 20:45:48,9
7,2014-07-31 20:45:58,9
6,2014-07-31 20:46:09,9
6,2014-07-31 20:46:19,9
7,2014-07-31 20:46:29,9
6,2014-07-31 20:46:40,11
7,2014-07-31 20:46:50,10
6,2014-07-31 20:47:00,11
6,2014-07-31 20:47:10,11
7,2014-07-31 20:47:21,11
6,2014-07-31 20:47:31,11
7,2014-07-31 20:47:41,11
6,2014-07-31 20:47:52,9
7,2014-07-31 20:48:02,10
7,2014-07-31 20:48:12,11
6,2014-07-31 20:48:23,10
7,2014-07-31 20:48:33,10
6,2014-07-31 20:48:43,11
7,2014-07-31 20:48:53,11
7,2014-07-31 20:49:04,11
7,2014-07-31 20:49:14,11
6,2014-07-31 20:49:24,10
7,2014-07-31 20:49:35,10
7,2014-07-31 20:49:45,11
6,2014-07-31 20:49:55,11
7,2014-07-31 20:50:06,11
7,2014-07-31 20:50:16,11
6,2014-07-31 20:50:26,11
6,2014-07-31 20:50:37,11
7,2014-07-31 20:50:47,11
7,2014-07-31 20:50:57,11
7,2014-07-31 20:51:07,10
7,2014-07-31 20:51:18,9
7,2014-07-31 20:51:28,9
6,2014-07-31 20:51:38,10
7,2014-07-31 20:51:49,10
7,2014-07-31 20:51:59,10
7,2014-07-31 20:52:09,10
7,2014-07-31 20:52:20,9
7,2014-07-31 20:52:30,9
6,2014-07-31 20:52:40,9
7,2014-07-31 20:52:50,9
7,2014-07-31 20:53:01,9
7,2014-07-31 20:53:11,10
7,2014-07-31 20:53:21,10
7,2014-07-31 20:53:32,9
7,2014-07-31 20:53:42,10
7,2014-07-31 20:53:52,9
6,2014-07-31 20:54:03,9
7,2014-07-31 20:54:13,9
7,2014-07-31 20:54:23,9
7,2014-07-31 20:54:33,9
7,2014-07-31 20:54:44,9
7,2014-07-31 20:54:54,9
7,2014-07-31 20:55:04,9
7,2014-07-31 20:55:15,9
6,2014-07-31 20:55:25,10
6,2014-07-31 20:55:35,10
7,2014-07-31 20:55:46,11
7,2014-07-31 20:55:56,11
7,2014-07-31 20:56:06,10
6,2014-07-31 20:56:17,10
7,2014-07-31 20:56:27,11
7,2014-07-31 20:56:37,11
6,2014-07-31 20:56:47,11
7,2014-07-31 20:56:58,11
7,2014-07-31 20:57:08,11
6,2014-07-31 20:57:18,11
6,2014-07-31 20:57:29,11
6,2014-07-31 20:57:39,11
6,2014-07-31 20:57:49,9
6,2014-07-31 20:58:00,9
7,2014-07-31 20:58:10,11
6,2014-07-31 20:58:20,11
6,2014-07-31 20:58:30,11
7,2014-07-31 20:58:41,11
7,2014-07-31 20:58:51,11
6,2014-07-31 20:59:01,9
7,2014-07-31 20:59:12,10
6,2014-07-31 20:59:22,11
6,2014-07-31 20:59:32,11
6,2014-07-31 20:59:43,10
6,2014-07-31 20:59:53,11
7,2014-07-31 21:00:03,11
6,2014-07-31 21:00:14,10
6,2014-07-31 21:00:24,10
6,2014-07-31 21:00:34,9
6,2014-07-31 21:00:44,11
6,2014-07-31 21:00:55,11
7,2014-07-31 21:01:05,9
7,2014-07-31 21:01:15,9
7,2014-07-31 21:01:26,9
7,2014-07-31 21:01:36,9
7,2014-07-31 21:01:46,9
7,2014-07-31 21:01:57,9
7,2014-07-31 21:02:07,9
6,2014-07-31 21:02:17,11
6,2014-07-31 21:02:27,10
6,2014-07-31 21:02:38,8
7,2014-07-31 21:02:48,6
7,2014-07-31 21:02:58,9
6,2014-07-31 21:03:09,9
7,2014-07-31 21:03:19,9
6,2014-07-31 21:03:29,11
7,2014-07-31 21:03:40,10
7,2014-07-31 21:03:50,10
7,2014-07-31 21:04:00,11
7,2014-07-31 21:04:11,10
7,2014-07-31 21:04:21,10
7,2014-07-31 21:04:31,9
7,2014-07-31 21:04:41,9
7,2014-07-31 21:04:52,9
7,2014-07-31 21:05:02,9
6,2014-07-31 21:05:12,10
7,2014-07-31 21:05:23,11
6,2014-07-31 21:05:33,11
7,2014-07-31 21:05:43,11
7,2014-07-31 21:05:54,11
6,2014-07-31 21:06:04,11
6,2014-07-31 21:06:14,1
6,2014-07-31 21:06:24,11
6,2014-07-31 21:06:35,10
6,2014-07-31 21:06:45,11
7,2014-07-31 21:06:55,11
7,2014-07-31 21:07:06,11
7,2014-07-31 21:07:16,11
7,2014-07-31 21:07:26,10
7,2014-07-31 21:07:37,9
7,2014-07-31 21:07:47,10
7,2014-07-31 21:07:57,9
7,2014-07-31 21:08:08,10
7,2014-07-31 21:08:18,9
7,2014-07-31 21:08:28,9
7,2014-07-31 21:08:38,10
7,2014-07-31 21:08:49,11
7,2014-07-31 21:08:59,11
7,2014-07-31 21:09:09,11
7,2014-07-31 21:09:20,11
7,2014-07-31 21:09:30,11
7,2014-07-31 21:09:40,9
7,2014-07-31 21:09:51,9
7,2014-07-31 21:10:01,9
7,2014-07-31 21:10:11,9
7,2014-07-31 21:10:21,9
7,2014-07-31 21:10:32,9
7,2014-07-31 21:10:42,9
7,2014-07-31 21:10:52,11
7,2014-07-31 21:11:03,10
7,2014-07-31 21:11:13,10
7,2014-07-31 21:11:23,10
7,2014-07-31 21:11:34,9
7,2014-07-31 21:11:44,10
7,2014-07-31 21:11:54,10
7,2014-07-31 21:12:04,9
7,2014-07-31 21:12:15,9
7,2014-07-31 21:12:25,10
7,2014-07-31 21:12:35,9
7,2014-07-31 21:12:46,9
7,2014-07-31 21:12:56,9
7,2014-07-31 21:13:06,10
7,2014-07-31 21:13:17,9
7,2014-07-31 21:13:27,9
7,2014-07-31 21:13:37,9
7,2014-07-31 21:13:48,9
7,2014-07-31 21:13:58,9
7,2014-07-31 21:14:08,10
7,2014-07-31 21:14:18,10
6,2014-07-31 21:14:29,11
6,2014-07-31 21:14:39,11
6,2014-07-31 21:14:49,11
6,2014-07-31 21:15:00,11
6,2014-07-31 21:15:10,11
7,2014-07-31 21:15:20,11
7,2014-07-31 21:15:31,11
7,2014-07-31 21:15:41,11
6,2014-07-31 21:15:51,11
7,2014-07-31 21:16:01,11
6,2014-07-31 21:16:12,11
7,2014-07-31 21:16:22,10
6,2014-07-31 21:16:32,10
7,2014-07-31 21:16:43,9
6,2014-07-31 21:16:53,9
7,2014-07-31 21:17:03,11
7,2014-07-31 21:17:14,11
6,2014-07-31 21:17:24,11
7,2014-07-31 21:17:34,11
7,2014-07-31 21:17:45,11
7,2014-07-31 21:17:55,11
7,2014-07-31 21:18:05,11
7,2014-07-31 21:18:15,9
6,2014-07-31 21:18:26,2
6,2014-07-31 21:18:36,
7,2014-07-31 21:18:46,1
7,2014-07-31 21:18:57,5
7,2014-07-31 21:19:07,9
7,2014-07-31 21:19:17,9
7,2014-07-31 21:19:28,9
7,2014-07-31 21:19:38,10
7,2014-07-31 21:19:48,11
7,2014-07-31 21:19:58,9
7,2014-07-31 21:20:09,10
7,2014-07-31 21:20:19,11
7,2014-07-31 21:20:29,11
7,2014-07-31 21:20:40,11
6,2014-07-31 21:20:50,11
6,2014-07-31 21:21:00,10
7,2014-07-31 21:21:11,11
7,2014-07-31 21:21:21,10
7,2014-07-31 21:21:31,10
7,2014-07-31 21:21:42,11
7,2014-07-31 21:21:52,11
7,2014-07-31 21:22:02,11
7,2014-07-31 21:22:12,9
7,2014-07-31 21:22:23,10
7,2014-07-31 21:22:33,11
6,2014-07-31 21:22:43,11
7,2014-07-31 21:22:54,11
7,2014-07-31 21:23:04,11
6,2014-07-31 21:23:14,11
7,2014-07-31 21:23:25,11
7,2014-07-31 21:23:35,10
7,2014-07-31 21:23:45,9
7,2014-07-31 21:23:55,10
7,2014-07-31 21:24:06,9
6,2014-07-31 21:24:16,10
6,2014-07-31 21:24:26,9
6,2014-07-31 21:24:37,9
6,2014-07-31 21:24:47,9
6,2014-07-31 21:24:57,1
6,2014-07-31 21:25:08,9
6,2014-07-31 21:25:18,9
7,2014-07-31 21:25:28,9
